id,pred_residual,context_key,publication,baseline,pred_abs
IsPETaseWT_pool_2027,2.8644378,,,-1.4,1.4644378185272218
IsPETaseWT_pool_20831,2.8644378,,,-1.4,1.4644378185272218
IsPETaseWT_pool_23432,2.864131,,,-1.4,1.464130973815918
IsPETaseWT_pool_4041,2.8640323,,,-1.4,1.46403226852417
IsPETaseWT_pool_8895,2.8640323,,,-1.4,1.46403226852417
IsPETaseWT_pool_21107,2.862929,,,-1.4,1.462929105758667
IsPETaseWT_pool_17751,2.8625846,,,-1.4,1.462584590911865
IsPETaseWT_pool_24490,2.8612967,,,-1.4,1.461296653747559
IsPETaseWT_pool_19251,2.8612967,,,-1.4,1.461296653747559
IsPETaseWT_pool_7521,2.8591301,,,-1.4,1.4591301441192628
IsPETaseWT_pool_4388,2.8591301,,,-1.4,1.4591301441192628
IsPETaseWT_pool_18576,2.8589964,,,-1.4,1.4589963912963868
IsPETaseWT_pool_11218,2.85884,,,-1.4,1.4588399887084962
IsPETaseWT_pool_19109,2.8580818,,,-1.4,1.4580818176269532
IsPETaseWT_pool_14962,2.856113,,,-1.4,1.4561129570007325
IsPETaseWT_pool_22191,2.8535345,,,-1.4,1.4535344600677491
IsPETaseWT_pool_9853,2.8535345,,,-1.4,1.4535344600677491
IsPETaseWT_pool_441,2.8535345,,,-1.4,1.4535344600677491
IsPETaseWT_pool_14344,2.85337,,,-1.4,1.453369951248169
IsPETaseWT_pool_5218,2.853308,,,-1.4,1.4533079624176026
IsPETaseWT_pool_19190,2.853308,,,-1.4,1.4533079624176026
IsPETaseWT_pool_2366,2.85262,,,-1.4,1.4526198863983155
IsPETaseWT_pool_21225,2.8517644,,,-1.4,1.4517644405364991
IsPETaseWT_pool_24713,2.8517644,,,-1.4,1.4517644405364991
IsPETaseWT_pool_13128,2.85008,,,-1.4,1.4500800132751466
IsPETaseWT_pool_18317,2.85008,,,-1.4,1.4500800132751466
IsPETaseWT_pool_2857,2.85008,,,-1.4,1.4500800132751466
IsPETaseWT_pool_15728,2.85008,,,-1.4,1.4500800132751466
IsPETaseWT_pool_23308,2.85008,,,-1.4,1.4500800132751466
IsPETaseWT_pool_12206,2.85008,,,-1.4,1.4500800132751466
IsPETaseWT_pool_1354,2.85008,,,-1.4,1.4500800132751466
IsPETaseWT_pool_19760,2.8493218,,,-1.4,1.4493218421936036
IsPETaseWT_pool_17912,2.849194,,,-1.4,1.4491940498352052
IsPETaseWT_pool_9401,2.8477178,,,-1.4,1.4477177619934083
IsPETaseWT_pool_18500,2.8477178,,,-1.4,1.4477177619934083
IsPETaseWT_pool_20402,2.8477178,,,-1.4,1.4477177619934083
IsPETaseWT_pool_17848,2.8477178,,,-1.4,1.4477177619934083
IsPETaseWT_pool_17611,2.8477178,,,-1.4,1.4477177619934083
IsPETaseWT_pool_294,2.8452935,,,-1.4,1.4452935218811036
IsPETaseWT_pool_23542,2.8441296,,,-1.4,1.4441295623779298
IsPETaseWT_pool_24170,2.8437471,,,-1.4,1.4437471389770509
IsPETaseWT_pool_18270,2.8424666,,,-1.4,1.4424665927886964
IsPETaseWT_pool_18196,2.8424666,,,-1.4,1.4424665927886964
IsPETaseWT_pool_24628,2.8409932,,,-1.4,1.4409931659698487
IsPETaseWT_pool_23423,2.8408885,,,-1.4,1.4408885002136231
IsPETaseWT_pool_26042,2.8386676,,,-1.4,1.438667631149292
IsPETaseWT_pool_20443,2.8382888,,,-1.4,1.4382887840270997
IsPETaseWT_pool_27308,2.8346684,,,-1.4,1.4346683979034425
IsPETaseWT_pool_25120,2.833838,,,-1.4,1.4338379859924315
IsPETaseWT_pool_16245,2.8320692,,,-1.4,1.4320691585540772
IsPETaseWT_pool_10273,2.8319328,,,-1.4,1.4319327831268311
IsPETaseWT_pool_8185,2.8312426,,,-1.4,1.431242561340332
IsPETaseWT_pool_25404,2.8312426,,,-1.4,1.431242561340332
IsPETaseWT_pool_7973,2.8311293,,,-1.4,1.4311293125152589
IsPETaseWT_pool_27144,2.8311293,,,-1.4,1.4311293125152589
IsPETaseWT_pool_25818,2.8311293,,,-1.4,1.4311293125152589
IsPETaseWT_pool_24647,2.8311293,,,-1.4,1.4311293125152589
IsPETaseWT_pool_11291,2.8311293,,,-1.4,1.4311293125152589
IsPETaseWT_pool_26998,2.8311293,,,-1.4,1.4311293125152589
IsPETaseWT_pool_3887,2.8311293,,,-1.4,1.4311293125152589
IsPETaseWT_pool_27574,2.8311293,,,-1.4,1.4311293125152589
IsPETaseWT_pool_21849,2.8278475,,,-1.4,1.427847480773926
IsPETaseWT_pool_22227,2.8250136,,,-1.4,1.4250136375427247
IsPETaseWT_pool_7602,2.8249092,,,-1.4,1.4249092102050782
IsPETaseWT_pool_14712,2.8220792,,,-1.4,1.422079181671143
IsPETaseWT_pool_7432,2.8220792,,,-1.4,1.422079181671143
IsPETaseWT_pool_9079,2.8215535,,,-1.4,1.4215534687042235
IsPETaseWT_pool_6645,2.8215535,,,-1.4,1.4215534687042235
IsPETaseWT_pool_14237,2.8211646,,,-1.4,1.421164608001709
IsPETaseWT_pool_17387,2.819197,,,-1.4,1.419196939468384
IsPETaseWT_pool_12686,2.8186936,,,-1.4,1.4186936378479005
IsPETaseWT_pool_15883,2.8162625,,,-1.4,1.4162624835968018
IsPETaseWT_pool_4640,2.8162625,,,-1.4,1.4162624835968018
IsPETaseWT_pool_17443,2.8162625,,,-1.4,1.4162624835968018
IsPETaseWT_pool_7875,2.8162625,,,-1.4,1.4162624835968018
IsPETaseWT_pool_12963,2.8161895,,,-1.4,1.4161895275115968
IsPETaseWT_pool_17472,2.8155043,,,-1.4,1.4155043125152589
IsPETaseWT_pool_3454,2.8142254,,,-1.4,1.414225435256958
IsPETaseWT_pool_15082,2.8131778,,,-1.4,1.4131778240203858
IsPETaseWT_pool_10458,2.8125033,,,-1.4,1.4125033378601075
IsPETaseWT_pool_24415,2.8125033,,,-1.4,1.4125033378601075
IsPETaseWT_pool_21060,2.8125033,,,-1.4,1.4125033378601075
IsPETaseWT_pool_15842,2.811642,,,-1.4,1.4116419315338136
IsPETaseWT_pool_6853,2.8110113,,,-1.4,1.41101131439209
IsPETaseWT_pool_17128,2.8110113,,,-1.4,1.41101131439209
IsPETaseWT_pool_17273,2.8110113,,,-1.4,1.41101131439209
IsPETaseWT_pool_20475,2.8110113,,,-1.4,1.41101131439209
IsPETaseWT_pool_21702,2.8080108,,,-1.4,1.4080108165740968
IsPETaseWT_pool_22598,2.8080108,,,-1.4,1.4080108165740968
IsPETaseWT_pool_17627,2.8078408,,,-1.4,1.4078408241271974
IsPETaseWT_pool_14601,2.8072124,,,-1.4,1.4072123527526856
IsPETaseWT_pool_10058,2.8072124,,,-1.4,1.4072123527526856
IsPETaseWT_pool_12628,2.8072124,,,-1.4,1.4072123527526856
IsPETaseWT_pool_20860,2.8072124,,,-1.4,1.4072123527526856
IsPETaseWT_pool_19746,2.8072124,,,-1.4,1.4072123527526856
IsPETaseWT_pool_6412,2.8064542,,,-1.4,1.406454181671143
IsPETaseWT_pool_22125,2.8064542,,,-1.4,1.406454181671143
IsPETaseWT_pool_16849,2.805581,,,-1.4,1.4055810928344727
IsPETaseWT_pool_13839,2.8051946,,,-1.4,1.4051946163177491
IsPETaseWT_pool_7972,2.8051264,,,-1.4,1.405126428604126
IsPETaseWT_pool_16106,2.8041277,,,-1.4,1.4041276931762696
IsPETaseWT_pool_21298,2.8041277,,,-1.4,1.4041276931762696
IsPETaseWT_pool_26847,2.8041277,,,-1.4,1.4041276931762696
IsPETaseWT_pool_24671,2.8040557,,,-1.4,1.404055690765381
IsPETaseWT_pool_11279,2.8033695,,,-1.4,1.4033695220947269
IsPETaseWT_pool_27701,2.8032131,,,-1.4,1.403213119506836
IsPETaseWT_pool_10013,2.802316,,,-1.4,1.4023159503936768
IsPETaseWT_pool_9502,2.80211,,,-1.4,1.402109956741333
IsPETaseWT_pool_1476,2.8009927,,,-1.4,1.4009927272796632
IsPETaseWT_pool_27399,2.8009927,,,-1.4,1.4009927272796632
IsPETaseWT_pool_4567,2.7988558,,,-1.4,1.398855781555176
IsPETaseWT_pool_27525,2.798311,,,-1.4,1.3983109951019288
IsPETaseWT_pool_18509,2.798311,,,-1.4,1.3983109951019288
IsPETaseWT_pool_865,2.798311,,,-1.4,1.3983109951019288
IsPETaseWT_pool_19765,2.798311,,,-1.4,1.3983109951019288
IsPETaseWT_pool_23253,2.798311,,,-1.4,1.3983109951019288
IsPETaseWT_pool_14454,2.798311,,,-1.4,1.3983109951019288
IsPETaseWT_pool_19299,2.798311,,,-1.4,1.3983109951019288
IsPETaseWT_pool_25121,2.798311,,,-1.4,1.3983109951019288
IsPETaseWT_pool_596,2.7978356,,,-1.4,1.3978355884552005
IsPETaseWT_pool_18964,2.7978356,,,-1.4,1.3978355884552005
IsPETaseWT_pool_18180,2.7975876,,,-1.4,1.3975876331329349
IsPETaseWT_pool_4350,2.7959828,,,-1.4,1.395982837677002
IsPETaseWT_pool_22244,2.7940168,,,-1.4,1.3940168380737306
IsPETaseWT_pool_215,2.7930598,,,-1.4,1.3930598258972169
IsPETaseWT_pool_21269,2.792947,,,-1.4,1.3929470539093018
IsPETaseWT_pool_10928,2.7920914,,,-1.4,1.3920913696289063
IsPETaseWT_pool_13831,2.7920914,,,-1.4,1.3920913696289063
IsPETaseWT_pool_11557,2.7920914,,,-1.4,1.3920913696289063
IsPETaseWT_pool_17799,2.791419,,,-1.4,1.39141902923584
IsPETaseWT_pool_16636,2.7907004,,,-1.4,1.3907004356384278
IsPETaseWT_pool_24979,2.7892609,,,-1.4,1.3892608642578126
IsPETaseWT_pool_13240,2.7892609,,,-1.4,1.3892608642578126
IsPETaseWT_pool_13699,2.7892609,,,-1.4,1.3892608642578126
IsPETaseWT_pool_14844,2.7892609,,,-1.4,1.3892608642578126
IsPETaseWT_pool_25197,2.7892609,,,-1.4,1.3892608642578126
IsPETaseWT_pool_22326,2.7892609,,,-1.4,1.3892608642578126
IsPETaseWT_pool_9788,2.7892609,,,-1.4,1.3892608642578126
IsPETaseWT_pool_14221,2.7892609,,,-1.4,1.3892608642578126
IsPETaseWT_pool_421,2.7892609,,,-1.4,1.3892608642578126
IsPETaseWT_pool_18165,2.7892609,,,-1.4,1.3892608642578126
IsPETaseWT_pool_12273,2.7892609,,,-1.4,1.3892608642578126
IsPETaseWT_pool_12385,2.7885027,,,-1.4,1.3885026931762696
IsPETaseWT_pool_10199,2.7885027,,,-1.4,1.3885026931762696
IsPETaseWT_pool_24370,2.7885027,,,-1.4,1.3885026931762696
IsPETaseWT_pool_24546,2.7885027,,,-1.4,1.3885026931762696
IsPETaseWT_pool_15906,2.7870123,,,-1.4,1.3870123386383058
IsPETaseWT_pool_23576,2.7852902,,,-1.4,1.3852902412414552
IsPETaseWT_pool_22779,2.7846632,,,-1.4,1.384663200378418
IsPETaseWT_pool_8569,2.7830412,,,-1.4,1.38304123878479
IsPETaseWT_pool_9279,2.7830412,,,-1.4,1.38304123878479
IsPETaseWT_pool_13300,2.7830412,,,-1.4,1.38304123878479
IsPETaseWT_pool_11896,2.7815418,,,-1.4,1.3815418243408204
IsPETaseWT_pool_10217,2.7801867,,,-1.4,1.3801866531372071
IsPETaseWT_pool_5405,2.7801867,,,-1.4,1.3801866531372071
IsPETaseWT_pool_6697,2.7801867,,,-1.4,1.3801866531372071
IsPETaseWT_pool_3684,2.7794735,,,-1.4,1.3794735431671143
IsPETaseWT_pool_1556,2.7794735,,,-1.4,1.3794735431671143
IsPETaseWT_pool_14466,2.7787378,,,-1.4,1.378737783432007
IsPETaseWT_pool_11983,2.7776496,,,-1.4,1.3776496410369874
IsPETaseWT_pool_25936,2.777162,,,-1.4,1.3771620750427247
IsPETaseWT_pool_4377,2.776992,,,-1.4,1.3769920825958253
IsPETaseWT_pool_20798,2.776992,,,-1.4,1.3769920825958253
IsPETaseWT_pool_1578,2.773336,,,-1.4,1.3733359336853028
IsPETaseWT_pool_14428,2.773336,,,-1.4,1.3733359336853028
IsPETaseWT_pool_21956,2.7732685,,,-1.4,1.373268461227417
IsPETaseWT_pool_19194,2.7727242,,,-1.4,1.3727241516113282
IsPETaseWT_pool_15275,2.7722733,,,-1.4,1.3722733020782472
IsPETaseWT_pool_13856,2.7704234,,,-1.4,1.370423412322998
IsPETaseWT_pool_2210,2.7704234,,,-1.4,1.370423412322998
IsPETaseWT_pool_10268,2.7695374,,,-1.4,1.3695374488830567
IsPETaseWT_pool_1563,2.7695374,,,-1.4,1.3695374488830567
IsPETaseWT_pool_16834,2.7695374,,,-1.4,1.3695374488830567
IsPETaseWT_pool_25238,2.7695374,,,-1.4,1.3695374488830567
IsPETaseWT_pool_4240,2.7664528,,,-1.4,1.3664527893066407
IsPETaseWT_pool_24752,2.7647707,,,-1.4,1.3647707462310792
IsPETaseWT_pool_27844,2.7641594,,,-1.4,1.3641594409942628
IsPETaseWT_pool_22839,2.7604036,,,-1.4,1.360403633117676
IsPETaseWT_pool_19587,2.7580485,,,-1.4,1.3580485343933106
IsPETaseWT_pool_3610,2.752676,,,-1.4,1.352676010131836
IsPETaseWT_pool_27488,2.752676,,,-1.4,1.352676010131836
IsPETaseWT_pool_1744,2.751586,,,-1.4,1.3515859603881837
IsPETaseWT_pool_8347,2.751586,,,-1.4,1.3515859603881837
IsPETaseWT_pool_10113,2.751586,,,-1.4,1.3515859603881837
IsPETaseWT_pool_3288,2.751586,,,-1.4,1.3515859603881837
IsPETaseWT_pool_10927,2.751586,,,-1.4,1.3515859603881837
IsPETaseWT_pool_13248,2.751586,,,-1.4,1.3515859603881837
IsPETaseWT_pool_24282,2.7506995,,,-1.4,1.350699520111084
IsPETaseWT_pool_15693,2.7506995,,,-1.4,1.350699520111084
IsPETaseWT_pool_13066,2.7478623,,,-1.4,1.3478623390197757
IsPETaseWT_pool_5500,2.747571,,,-1.4,1.3475709915161134
IsPETaseWT_pool_15401,2.745871,,,-1.4,1.3458710670471192
IsPETaseWT_pool_8607,2.743871,,,-1.4,1.3438709735870362
IsPETaseWT_pool_13934,2.740518,,,-1.4,1.340518093109131
IsPETaseWT_pool_18539,2.7395601,,,-1.4,1.3395601272583009
IsPETaseWT_pool_6223,2.7395601,,,-1.4,1.3395601272583009
IsPETaseWT_pool_2137,2.7395601,,,-1.4,1.3395601272583009
IsPETaseWT_pool_7267,2.7366362,,,-1.4,1.3366361618041993
IsPETaseWT_pool_13614,2.7350297,,,-1.4,1.335029697418213
IsPETaseWT_pool_2182,2.7341826,,,-1.4,1.3341825962066651
IsPETaseWT_pool_22174,2.7304008,,,-1.4,1.330400800704956
IsPETaseWT_pool_27772,2.730075,,,-1.4,1.3300748825073243
IsPETaseWT_pool_15266,2.7281146,,,-1.4,1.3281146049499513
IsPETaseWT_pool_5669,2.7145538,,,-1.4,1.3145538330078126
IsPETaseWT_pool_10886,2.7145538,,,-1.4,1.3145538330078126
IsPETaseWT_pool_16584,2.7134178,,,-1.4,1.3134177684783936
IsPETaseWT_pool_4030,2.7076118,,,-1.4,1.3076117992401124
IsPETaseWT_pool_1529,2.7076118,,,-1.4,1.3076117992401124
IsPETaseWT_pool_27048,2.7076118,,,-1.4,1.3076117992401124
IsPETaseWT_pool_15474,2.7076118,,,-1.4,1.3076117992401124
IsPETaseWT_pool_591,2.7076118,,,-1.4,1.3076117992401124
IsPETaseWT_pool_26522,2.7061508,,,-1.4,1.306150770187378
IsPETaseWT_pool_10239,2.705861,,,-1.4,1.3058610916137696
IsPETaseWT_pool_18333,2.7043676,,,-1.4,1.3043676376342774
IsPETaseWT_pool_11367,2.7034504,,,-1.4,1.3034504413604735
IsPETaseWT_pool_20342,2.7013988,,,-1.4,1.3013988494873048
IsPETaseWT_pool_17519,2.701262,,,-1.4,1.3012619972229005
IsPETaseWT_pool_9847,2.7009907,,,-1.4,1.300990676879883
IsPETaseWT_pool_27416,2.6985617,,,-1.4,1.2985616683959962
IsPETaseWT_pool_7674,2.6967359,,,-1.4,1.2967358589172364
IsPETaseWT_pool_10314,2.6949747,,,-1.4,1.2949746608734132
IsPETaseWT_pool_26112,2.6910546,,,-1.4,1.2910545825958253
IsPETaseWT_pool_21900,2.6874938,,,-1.4,1.2874938011169434
IsPETaseWT_pool_19255,2.6873133,,,-1.4,1.2873133182525636
IsPETaseWT_pool_27439,2.6873124,,,-1.4,1.2873123645782472
IsPETaseWT_pool_10534,2.6869767,,,-1.4,1.2869766712188722
IsPETaseWT_pool_16378,2.6869767,,,-1.4,1.2869766712188722
IsPETaseWT_pool_22322,2.6861477,,,-1.4,1.286147689819336
IsPETaseWT_pool_11556,2.6842992,,,-1.4,1.2842992305755616
IsPETaseWT_pool_6256,2.6779265,,,-1.4,1.277926540374756
IsPETaseWT_pool_21122,2.6779265,,,-1.4,1.277926540374756
IsPETaseWT_pool_6445,2.6779265,,,-1.4,1.277926540374756
IsPETaseWT_pool_16943,2.677667,,,-1.4,1.2776669025421143
IsPETaseWT_pool_3372,2.677012,,,-1.4,1.2770119667053224
IsPETaseWT_pool_24888,2.6765635,,,-1.4,1.2765635013580323
IsPETaseWT_pool_27294,2.676501,,,-1.4,1.2765010356903077
IsPETaseWT_pool_16364,2.6759088,,,-1.4,1.2759088039398194
IsPETaseWT_pool_8888,2.669318,,,-1.4,1.2693179607391358
IsPETaseWT_pool_3871,2.6685026,,,-1.4,1.2685025691986085
IsPETaseWT_pool_531,2.6685026,,,-1.4,1.2685025691986085
IsPETaseWT_pool_8761,2.667973,,,-1.4,1.267973041534424
IsPETaseWT_pool_1915,2.6676762,,,-1.4,1.2676762104034425
IsPETaseWT_pool_20044,2.6671538,,,-1.4,1.267153835296631
IsPETaseWT_pool_6667,2.6668587,,,-1.4,1.2668586730957032
IsPETaseWT_pool_19613,2.6657438,,,-1.4,1.2657438278198243
IsPETaseWT_pool_1838,2.6657438,,,-1.4,1.2657438278198243
IsPETaseWT_pool_25195,2.6657438,,,-1.4,1.2657438278198243
IsPETaseWT_pool_16895,2.6657438,,,-1.4,1.2657438278198243
IsPETaseWT_pool_5089,2.6657238,,,-1.4,1.2657238006591798
IsPETaseWT_pool_26210,2.6636636,,,-1.4,1.2636636257171632
IsPETaseWT_pool_18748,2.6630597,,,-1.4,1.263059711456299
IsPETaseWT_pool_24287,2.6630597,,,-1.4,1.263059711456299
IsPETaseWT_pool_5527,2.661042,,,-1.4,1.2610419750213624
IsPETaseWT_pool_9041,2.6595511,,,-1.4,1.2595511436462403
IsPETaseWT_pool_25302,2.659061,,,-1.4,1.2590609550476075
IsPETaseWT_pool_24720,2.659061,,,-1.4,1.2590609550476075
IsPETaseWT_pool_483,2.659061,,,-1.4,1.2590609550476075
IsPETaseWT_pool_9663,2.659061,,,-1.4,1.2590609550476075
IsPETaseWT_pool_25260,2.6574917,,,-1.4,1.257491683959961
IsPETaseWT_pool_25685,2.6574347,,,-1.4,1.2574347019195558
IsPETaseWT_pool_10489,2.6570137,,,-1.4,1.2570136547088624
IsPETaseWT_pool_26623,2.6568582,,,-1.4,1.2568582057952882
IsPETaseWT_pool_27261,2.6541584,,,-1.4,1.254158353805542
IsPETaseWT_pool_18771,2.6531062,,,-1.4,1.2531062126159669
IsPETaseWT_pool_3452,2.652584,,,-1.4,1.2525840759277345
IsPETaseWT_pool_5687,2.6498945,,,-1.4,1.2498944759368895
IsPETaseWT_pool_2718,2.6493013,,,-1.4,1.249301290512085
IsPETaseWT_pool_8439,2.6489072,,,-1.4,1.2489071846008302
IsPETaseWT_pool_26843,2.6489072,,,-1.4,1.2489071846008302
IsPETaseWT_pool_21972,2.6472695,,,-1.4,1.2472694873809815
IsPETaseWT_pool_19519,2.6451082,,,-1.4,1.245108222961426
IsPETaseWT_pool_7373,2.6451082,,,-1.4,1.245108222961426
IsPETaseWT_pool_3411,2.6451082,,,-1.4,1.245108222961426
IsPETaseWT_pool_16823,2.6451082,,,-1.4,1.245108222961426
IsPETaseWT_pool_4008,2.6451082,,,-1.4,1.245108222961426
IsPETaseWT_pool_3671,2.6445858,,,-1.4,1.2445858478546143
IsPETaseWT_pool_20791,2.6431134,,,-1.4,1.243113374710083
IsPETaseWT_pool_3703,2.6430027,,,-1.4,1.24300274848938
IsPETaseWT_pool_23754,2.6430027,,,-1.4,1.24300274848938
IsPETaseWT_pool_21821,2.640992,,,-1.4,1.2409919261932374
IsPETaseWT_pool_11532,2.640992,,,-1.4,1.2409919261932374
IsPETaseWT_pool_15058,2.6405869,,,-1.4,1.2405868530273438
IsPETaseWT_pool_17296,2.6391387,,,-1.4,1.239138698577881
IsPETaseWT_pool_20440,2.6391387,,,-1.4,1.239138698577881
IsPETaseWT_pool_12532,2.6391387,,,-1.4,1.239138698577881
IsPETaseWT_pool_25949,2.6391387,,,-1.4,1.239138698577881
IsPETaseWT_pool_21809,2.6382942,,,-1.4,1.2382942199707032
IsPETaseWT_pool_25619,2.635705,,,-1.4,1.2357049942016602
IsPETaseWT_pool_20960,2.6356845,,,-1.4,1.2356844902038575
IsPETaseWT_pool_16065,2.6346762,,,-1.4,1.234676218032837
IsPETaseWT_pool_20712,2.633992,,,-1.4,1.2339919567108155
IsPETaseWT_pool_7035,2.6303854,,,-1.4,1.2303853988647462
IsPETaseWT_pool_25552,2.630099,,,-1.4,1.2300990581512452
IsPETaseWT_pool_19724,2.629485,,,-1.4,1.2294848918914796
IsPETaseWT_pool_354,2.629485,,,-1.4,1.2294848918914796
IsPETaseWT_pool_23013,2.629485,,,-1.4,1.2294848918914796
IsPETaseWT_pool_16843,2.6288793,,,-1.4,1.2288793087005616
IsPETaseWT_pool_22935,2.628319,,,-1.4,1.228319025039673
IsPETaseWT_pool_435,2.628319,,,-1.4,1.228319025039673
IsPETaseWT_pool_21193,2.628319,,,-1.4,1.228319025039673
IsPETaseWT_pool_2990,2.6266503,,,-1.4,1.226650333404541
IsPETaseWT_pool_9518,2.6262708,,,-1.4,1.2262707710266114
IsPETaseWT_pool_8231,2.6262708,,,-1.4,1.2262707710266114
