id,prediction,length,mut_count,protected_mutations,disulfide_seq_ok,glyco_motif_new,duplicate_sequence,in_training_seq,plddt_mean,plddt_min,plddt_key_mean,plddt_key_min,triad_ser160_his237,triad_asp206_his237,triad_ser160_asp206,triad_struct_ok,disulfide_203_239_dist,disulfide_273_289_dist,disulfide_struct_ok,rmsd_ca,rmsd_key_ca,flags
IsPETaseWT_pool_5994,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_6136,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_6223,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_6256,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_6292,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_6360,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_6412,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_6445,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_6645,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_6667,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_6697,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_6853,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_6876,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_6953,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_7035,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_7064,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_7267,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_7329,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_7373,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_7432,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_7521,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_7602,,290,3,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_7659,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_7674,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_7682,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_7719,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_7875,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_7972,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_7973,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_8092,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_8094,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_8152,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_8185,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_8231,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_8347,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_8376,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_8413,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_8439,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_8569,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_8607,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_8613,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_8747,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_8761,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_8878,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_8888,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_8895,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_9041,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_9079,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_9279,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_9312,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_9330,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_9401,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_9420,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_9426,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_9482,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_9502,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_9518,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_9604,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_9623,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_9663,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_9788,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_9847,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_9853,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_9912,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10013,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10050,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10058,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10111,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10113,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10128,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10135,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10199,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10217,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10239,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10257,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10268,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10273,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10305,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10314,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10353,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10458,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10489,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10534,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10544,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10595,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10886,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10927,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_10928,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_11162,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_11218,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_11246,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_11279,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_11291,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_11293,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_11367,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_11532,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_11556,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_11557,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_11563,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_11662,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_11896,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_11920,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_11983,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_12039,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_12162,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_12206,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_12219,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_12273,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_12347,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_12385,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_12465,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_12530,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_12532,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_12628,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_12654,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_12678,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_12686,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_12914,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_12963,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_13066,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_13128,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_13154,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_13188,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_13240,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_13248,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_13262,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_13300,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_13326,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_13385,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_13455,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_13460,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_13531,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_13607,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_13614,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_13699,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_13800,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_13807,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_13831,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_13839,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_13856,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_13934,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_14047,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_14164,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_14221,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_14237,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_14328,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_14344,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_14428,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_14454,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_14466,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_14601,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_14621,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_14676,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_14712,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_14717,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_14765,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_14827,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_14844,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_14962,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_15026,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_15058,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_15082,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_15124,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_15146,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_15266,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_15275,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_15299,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_15397,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_15401,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_15434,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_15474,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_15517,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_15556,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_15590,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_15693,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_15728,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_15842,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_15849,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_15883,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_15906,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_16025,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_16065,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_16099,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_16106,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_16149,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_16151,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_16245,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_16364,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_16378,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_16483,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_16552,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_16584,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_16602,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_16636,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_16722,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_16774,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_16823,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_16834,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_16843,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_16849,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_16895,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_16943,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_17016,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_17128,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_17141,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_17254,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_17273,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_17288,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_17296,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_17300,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_17387,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_17410,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_17443,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_17472,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_17519,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_17611,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_17627,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_17751,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_17799,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_17848,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_17912,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_17981,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_18002,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_18034,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_18165,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_18180,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_18196,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_18228,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_18270,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_18273,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_18317,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_18333,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_18397,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_18500,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_18509,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_18539,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_18576,,290,5,,True,False,False,False,,,,,,,,,,,,,,
